,ARREST_YEAR,ARREST_MONTH,OFNS_DESC,ARREST_BORO,n
17507,2016,10,VEHICLE AND TRAFFIC LAWS,S,92
17508,2016,11,,B,38
17509,2016,11,,K,7
17510,2016,11,,M,26
17511,2016,11,,Q,11
17512,2016,11,,S,1
17513,2016,11,ADMINISTRATIVE CODE,B,1
17514,2016,11,ADMINISTRATIVE CODE,K,172
17515,2016,11,ADMINISTRATIVE CODE,M,15
17516,2016,11,ADMINISTRATIVE CODE,Q,62
17517,2016,11,ADMINISTRATIVE CODES,K,1
17518,2016,11,ADMINISTRATIVE CODES,M,1
17519,2016,11,ADMINISTRATIVE CODES,Q,2
17520,2016,11,ALCOHOLIC BEVERAGE CONTROL LAW,B,2
17521,2016,11,ALCOHOLIC BEVERAGE CONTROL LAW,K,5
17522,2016,11,ALCOHOLIC BEVERAGE CONTROL LAW,M,4
17523,2016,11,ALCOHOLIC BEVERAGE CONTROL LAW,Q,5
17524,2016,11,ARSON,B,3
17525,2016,11,ARSON,K,1
17526,2016,11,ARSON,M,2
17527,2016,11,ARSON,Q,1
17528,2016,11,ARSON,S,1
17529,2016,11,ASSAULT 3 & RELATED OFFENSES,B,669
17530,2016,11,ASSAULT 3 & RELATED OFFENSES,K,759
17531,2016,11,ASSAULT 3 & RELATED OFFENSES,M,506
17532,2016,11,ASSAULT 3 & RELATED OFFENSES,Q,563
17533,2016,11,ASSAULT 3 & RELATED OFFENSES,S,109
17534,2016,11,BURGLAR'S TOOLS,B,2
17535,2016,11,BURGLAR'S TOOLS,K,22
17536,2016,11,BURGLAR'S TOOLS,M,32
17537,2016,11,BURGLAR'S TOOLS,Q,8
17538,2016,11,BURGLAR'S TOOLS,S,4
17539,2016,11,BURGLARY,B,57
17540,2016,11,BURGLARY,K,90
17541,2016,11,BURGLARY,M,83
17542,2016,11,BURGLARY,Q,69
17543,2016,11,BURGLARY,S,10
17544,2016,11,CHILD ABANDONMENT/NON SUPPORT 1,M,1
17545,2016,11,CRIMINAL MISCHIEF & RELATED OF,B,7
17546,2016,11,CRIMINAL MISCHIEF & RELATED OF,K,5
17547,2016,11,CRIMINAL MISCHIEF & RELATED OF,M,2
17548,2016,11,CRIMINAL MISCHIEF & RELATED OF,Q,2
17549,2016,11,CRIMINAL MISCHIEF & RELATED OFFENSES,B,191
17550,2016,11,CRIMINAL MISCHIEF & RELATED OFFENSES,K,216
17551,2016,11,CRIMINAL MISCHIEF & RELATED OFFENSES,M,152
17552,2016,11,CRIMINAL MISCHIEF & RELATED OFFENSES,Q,212
17553,2016,11,CRIMINAL MISCHIEF & RELATED OFFENSES,S,37
17554,2016,11,CRIMINAL TRESPASS,B,148
17555,2016,11,CRIMINAL TRESPASS,K,146
17556,2016,11,CRIMINAL TRESPASS,M,193
17557,2016,11,CRIMINAL TRESPASS,Q,95
17558,2016,11,CRIMINAL TRESPASS,S,4
17559,2016,11,DANGEROUS DRUGS,B,988
17560,2016,11,DANGEROUS DRUGS,K,958
17561,2016,11,DANGEROUS DRUGS,M,1164
17562,2016,11,DANGEROUS DRUGS,Q,491
17563,2016,11,DANGEROUS DRUGS,S,206
17564,2016,11,DANGEROUS WEAPONS,B,233
17565,2016,11,DANGEROUS WEAPONS,K,251
17566,2016,11,DANGEROUS WEAPONS,M,189
17567,2016,11,DANGEROUS WEAPONS,Q,205
17568,2016,11,DANGEROUS WEAPONS,S,35
17569,2016,11,DISORDERLY CONDUCT,B,2
17570,2016,11,DISORDERLY CONDUCT,K,9
17571,2016,11,DISORDERLY CONDUCT,M,145
17572,2016,11,DISORDERLY CONDUCT,Q,13
17573,2016,11,DISORDERLY CONDUCT,S,1
17574,2016,11,ENDAN WELFARE INCOMP,B,2
17575,2016,11,F.C.A. P.I.N.O.S.,B,20
17576,2016,11,F.C.A. P.I.N.O.S.,K,11
17577,2016,11,F.C.A. P.I.N.O.S.,M,54
17578,2016,11,F.C.A. P.I.N.O.S.,Q,23
17579,2016,11,F.C.A. P.I.N.O.S.,S,4
17580,2016,11,FELONY ASSAULT,B,283
17581,2016,11,FELONY ASSAULT,K,357
17582,2016,11,FELONY ASSAULT,M,201
17583,2016,11,FELONY ASSAULT,Q,234
17584,2016,11,FELONY ASSAULT,S,39
17585,2016,11,FORCIBLE TOUCHING,B,10
17586,2016,11,FORCIBLE TOUCHING,K,10
17587,2016,11,FORCIBLE TOUCHING,M,22
17588,2016,11,FORCIBLE TOUCHING,Q,6
17589,2016,11,FORGERY,B,69
17590,2016,11,FORGERY,K,233
17591,2016,11,FORGERY,M,132
17592,2016,11,FORGERY,Q,97
17593,2016,11,FORGERY,S,8
17594,2016,11,FRAUDS,B,24
17595,2016,11,FRAUDS,K,28
17596,2016,11,FRAUDS,M,22
17597,2016,11,FRAUDS,Q,27
17598,2016,11,FRAUDS,S,5
17599,2016,11,FRAUDULENT ACCOSTING,M,5
17600,2016,11,FRAUDULENT ACCOSTING,Q,1
17601,2016,11,GAMBLING,B,7
17602,2016,11,GAMBLING,K,20
17603,2016,11,GAMBLING,M,25
17604,2016,11,GRAND LARCENY,B,99
17605,2016,11,GRAND LARCENY,K,167
17606,2016,11,GRAND LARCENY,M,342
17607,2016,11,GRAND LARCENY,Q,153
17608,2016,11,GRAND LARCENY,S,25
17609,2016,11,GRAND LARCENY OF MOTOR VEHICLE,B,19
17610,2016,11,GRAND LARCENY OF MOTOR VEHICLE,K,41
17611,2016,11,GRAND LARCENY OF MOTOR VEHICLE,M,7
17612,2016,11,GRAND LARCENY OF MOTOR VEHICLE,Q,38
17613,2016,11,GRAND LARCENY OF MOTOR VEHICLE,S,5
17614,2016,11,HARRASSMENT 2,K,3
17615,2016,11,HARRASSMENT 2,M,3
17616,2016,11,HARRASSMENT 2,Q,2
17617,2016,11,HOMICIDE-NEGLIGENT,UNCLASSIFIED,Q,1
17618,2016,11,INTOXICATED & IMPAIRED DRIVING,B,77
17619,2016,11,INTOXICATED & IMPAIRED DRIVING,K,120
17620,2016,11,INTOXICATED & IMPAIRED DRIVING,M,93
17621,2016,11,INTOXICATED & IMPAIRED DRIVING,Q,167
17622,2016,11,INTOXICATED & IMPAIRED DRIVING,S,37
17623,2016,11,INTOXICATED/IMPAIRED DRIVING,B,6
17624,2016,11,INTOXICATED/IMPAIRED DRIVING,K,34
17625,2016,11,INTOXICATED/IMPAIRED DRIVING,M,11
17626,2016,11,INTOXICATED/IMPAIRED DRIVING,Q,31
17627,2016,11,INTOXICATED/IMPAIRED DRIVING,S,1
17628,2016,11,JOSTLING,M,6
17629,2016,11,KIDNAPPING & RELATED OFFENSES,B,5
17630,2016,11,KIDNAPPING & RELATED OFFENSES,K,3
17631,2016,11,KIDNAPPING & RELATED OFFENSES,M,1
17632,2016,11,KIDNAPPING & RELATED OFFENSES,Q,2
17633,2016,11,LOITERING,M,1
17634,2016,11,LOITERING FOR DRUG PURPOSES,K,1
17635,2016,11,LOITERING FOR DRUG PURPOSES,M,1
17636,2016,11,LOITERING/GAMBLING (CARDS, DICE, ETC),M,1
17637,2016,11,MISCELLANEOUS PENAL LAW,B,111
17638,2016,11,MISCELLANEOUS PENAL LAW,K,351
17639,2016,11,MISCELLANEOUS PENAL LAW,M,123
17640,2016,11,MISCELLANEOUS PENAL LAW,Q,303
17641,2016,11,MISCELLANEOUS PENAL LAW,S,49
17642,2016,11,MOVING INFRACTIONS,K,11
17643,2016,11,MOVING INFRACTIONS,M,3
17644,2016,11,MOVING INFRACTIONS,Q,12
17645,2016,11,MOVING INFRACTIONS,S,2
17646,2016,11,MURDER & NON-NEGL. MANSLAUGHTER,B,24
17647,2016,11,MURDER & NON-NEGL. MANSLAUGHTER,K,18
17648,2016,11,MURDER & NON-NEGL. MANSLAUGHTER,M,23
17649,2016,11,MURDER & NON-NEGL. MANSLAUGHTER,Q,19
17650,2016,11,NEW YORK CITY HEALTH CODE,K,2
17651,2016,11,NEW YORK CITY HEALTH CODE,Q,1
17652,2016,11,OFF. AGNST PUB ORD SENSBLTY &,B,24
17653,2016,11,OFF. AGNST PUB ORD SENSBLTY &,K,29
17654,2016,11,OFF. AGNST PUB ORD SENSBLTY &,M,26
17655,2016,11,OFF. AGNST PUB ORD SENSBLTY &,Q,34
17656,2016,11,OFF. AGNST PUB ORD SENSBLTY &,S,4
17657,2016,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,B,101
17658,2016,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,K,64
17659,2016,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,M,51
17660,2016,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,Q,50
17661,2016,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,S,10
17662,2016,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,B,234
17663,2016,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,K,105
17664,2016,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,M,192
17665,2016,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,Q,147
17666,2016,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,S,27
17667,2016,11,OFFENSES AGAINST PUBLIC SAFETY,B,1
17668,2016,11,OFFENSES AGAINST PUBLIC SAFETY,M,1
17669,2016,11,OFFENSES AGAINST PUBLIC SAFETY,Q,1
17670,2016,11,OFFENSES AGAINST THE PERSON,B,20
17671,2016,11,OFFENSES AGAINST THE PERSON,K,22
17672,2016,11,OFFENSES AGAINST THE PERSON,M,20
17673,2016,11,OFFENSES AGAINST THE PERSON,Q,19
17674,2016,11,OFFENSES AGAINST THE PERSON,S,1
17675,2016,11,OFFENSES INVOLVING FRAUD,B,21
17676,2016,11,OFFENSES INVOLVING FRAUD,K,23
17677,2016,11,OFFENSES INVOLVING FRAUD,M,36
17678,2016,11,OFFENSES INVOLVING FRAUD,Q,9
17679,2016,11,OFFENSES INVOLVING FRAUD,S,6
17680,2016,11,OFFENSES RELATED TO CHILDREN,Q,3
17681,2016,11,OTHER OFFENSES RELATED TO THEFT,B,494
17682,2016,11,OTHER OFFENSES RELATED TO THEFT,K,537
17683,2016,11,OTHER OFFENSES RELATED TO THEFT,M,783
17684,2016,11,OTHER OFFENSES RELATED TO THEFT,Q,196
17685,2016,11,OTHER OFFENSES RELATED TO THEFT,S,11
17686,2016,11,OTHER STATE LAWS,B,13
17687,2016,11,OTHER STATE LAWS,K,135
17688,2016,11,OTHER STATE LAWS,M,32
17689,2016,11,OTHER STATE LAWS,Q,75
17690,2016,11,OTHER STATE LAWS,S,3
17691,2016,11,OTHER STATE LAWS (NON PENAL LA,B,6
17692,2016,11,OTHER STATE LAWS (NON PENAL LA,K,32
17693,2016,11,OTHER STATE LAWS (NON PENAL LA,M,19
17694,2016,11,OTHER STATE LAWS (NON PENAL LA,Q,8
17695,2016,11,OTHER STATE LAWS (NON PENAL LA,S,6
17696,2016,11,OTHER STATE LAWS (NON PENAL LAW),B,9
17697,2016,11,OTHER STATE LAWS (NON PENAL LAW),K,42
17698,2016,11,OTHER STATE LAWS (NON PENAL LAW),M,102
17699,2016,11,OTHER STATE LAWS (NON PENAL LAW),Q,24
17700,2016,11,OTHER STATE LAWS (NON PENAL LAW),S,1
17701,2016,11,OTHER TRAFFIC INFRACTION,B,22
17702,2016,11,OTHER TRAFFIC INFRACTION,K,214
17703,2016,11,OTHER TRAFFIC INFRACTION,M,53
17704,2016,11,OTHER TRAFFIC INFRACTION,Q,99
17705,2016,11,OTHER TRAFFIC INFRACTION,S,23
17706,2016,11,PARKING OFFENSES,K,1
17707,2016,11,PETIT LARCENY,B,314
17708,2016,11,PETIT LARCENY,K,468
17709,2016,11,PETIT LARCENY,M,674
17710,2016,11,PETIT LARCENY,Q,323
17711,2016,11,PETIT LARCENY,S,106
17712,2016,11,POSSESSION OF STOLEN PROPERTY,B,5
17713,2016,11,POSSESSION OF STOLEN PROPERTY,K,24
17714,2016,11,POSSESSION OF STOLEN PROPERTY,M,37
17715,2016,11,POSSESSION OF STOLEN PROPERTY,Q,20
17716,2016,11,POSSESSION OF STOLEN PROPERTY,S,5
17717,2016,11,POSSESSION OF STOLEN PROPERTY 5,B,19
17718,2016,11,POSSESSION OF STOLEN PROPERTY 5,K,30
17719,2016,11,POSSESSION OF STOLEN PROPERTY 5,M,20
17720,2016,11,POSSESSION OF STOLEN PROPERTY 5,Q,26
17721,2016,11,POSSESSION OF STOLEN PROPERTY 5,S,4
17722,2016,11,PROSTITUTION & RELATED OFFENSES,B,33
17723,2016,11,PROSTITUTION & RELATED OFFENSES,K,50
17724,2016,11,PROSTITUTION & RELATED OFFENSES,M,39
17725,2016,11,PROSTITUTION & RELATED OFFENSES,Q,86
17726,2016,11,PROSTITUTION & RELATED OFFENSES,S,4
17727,2016,11,RAPE,B,8
17728,2016,11,RAPE,K,11
17729,2016,11,RAPE,M,4
17730,2016,11,RAPE,Q,11
17731,2016,11,ROBBERY,B,212
17732,2016,11,ROBBERY,K,228
17733,2016,11,ROBBERY,M,144
17734,2016,11,ROBBERY,Q,149
17735,2016,11,ROBBERY,S,28
17736,2016,11,SEX CRIMES,B,47
17737,2016,11,SEX CRIMES,K,49
17738,2016,11,SEX CRIMES,M,53
17739,2016,11,SEX CRIMES,Q,59
17740,2016,11,SEX CRIMES,S,6
17741,2016,11,THEFT-FRAUD,B,4
17742,2016,11,THEFT-FRAUD,K,1
17743,2016,11,THEFT-FRAUD,M,11
17744,2016,11,THEFT-FRAUD,Q,5
17745,2016,11,THEFT-FRAUD,S,1
17746,2016,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),B,12
17747,2016,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),K,21
17748,2016,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),M,4
17749,2016,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),Q,25
17750,2016,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),S,2
17751,2016,11,VEHICLE AND TRAFFIC LAWS,B,362
17752,2016,11,VEHICLE AND TRAFFIC LAWS,K,464
17753,2016,11,VEHICLE AND TRAFFIC LAWS,M,389
17754,2016,11,VEHICLE AND TRAFFIC LAWS,Q,351
17755,2016,11,VEHICLE AND TRAFFIC LAWS,S,94
17756,2016,12,,B,33
17757,2016,12,,K,5
17758,2016,12,,M,37
17759,2016,12,,Q,13
17760,2016,12,ADMINISTRATIVE CODE,B,2
17761,2016,12,ADMINISTRATIVE CODE,K,157
17762,2016,12,ADMINISTRATIVE CODE,M,10
17763,2016,12,ADMINISTRATIVE CODE,Q,44
17764,2016,12,ADMINISTRATIVE CODES,K,1
17765,2016,12,ADMINISTRATIVE CODES,Q,1
17766,2016,12,ALCOHOLIC BEVERAGE CONTROL LAW,B,2
17767,2016,12,ALCOHOLIC BEVERAGE CONTROL LAW,K,8
17768,2016,12,ALCOHOLIC BEVERAGE CONTROL LAW,M,4
17769,2016,12,ALCOHOLIC BEVERAGE CONTROL LAW,Q,4
17770,2016,12,ANTICIPATORY OFFENSES,Q,1
17771,2016,12,ARSON,B,4
17772,2016,12,ARSON,K,6
17773,2016,12,ARSON,M,1
17774,2016,12,ASSAULT 3 & RELATED OFFENSES,B,748
17775,2016,12,ASSAULT 3 & RELATED OFFENSES,K,689
17776,2016,12,ASSAULT 3 & RELATED OFFENSES,M,471
17777,2016,12,ASSAULT 3 & RELATED OFFENSES,Q,614
17778,2016,12,ASSAULT 3 & RELATED OFFENSES,S,96
17779,2016,12,BURGLAR'S TOOLS,B,13
17780,2016,12,BURGLAR'S TOOLS,K,9
17781,2016,12,BURGLAR'S TOOLS,M,22
17782,2016,12,BURGLAR'S TOOLS,Q,10
17783,2016,12,BURGLAR'S TOOLS,S,2
17784,2016,12,BURGLARY,B,63
17785,2016,12,BURGLARY,K,124
17786,2016,12,BURGLARY,M,97
17787,2016,12,BURGLARY,Q,76
17788,2016,12,BURGLARY,S,10
17789,2016,12,CHILD ABANDONMENT/NON SUPPORT,K,1
17790,2016,12,CHILD ABANDONMENT/NON SUPPORT 1,B,1
17791,2016,12,CRIMINAL MISCHIEF & RELATED OF,B,3
17792,2016,12,CRIMINAL MISCHIEF & RELATED OF,K,8
17793,2016,12,CRIMINAL MISCHIEF & RELATED OF,M,3
17794,2016,12,CRIMINAL MISCHIEF & RELATED OF,Q,6
17795,2016,12,CRIMINAL MISCHIEF & RELATED OF,S,1
17796,2016,12,CRIMINAL MISCHIEF & RELATED OFFENSES,B,211
17797,2016,12,CRIMINAL MISCHIEF & RELATED OFFENSES,K,202
17798,2016,12,CRIMINAL MISCHIEF & RELATED OFFENSES,M,174
17799,2016,12,CRIMINAL MISCHIEF & RELATED OFFENSES,Q,230
17800,2016,12,CRIMINAL MISCHIEF & RELATED OFFENSES,S,47
17801,2016,12,CRIMINAL TRESPASS,B,123
17802,2016,12,CRIMINAL TRESPASS,K,142
17803,2016,12,CRIMINAL TRESPASS,M,213
17804,2016,12,CRIMINAL TRESPASS,Q,63
17805,2016,12,CRIMINAL TRESPASS,S,4
17806,2016,12,DANGEROUS DRUGS,B,911
17807,2016,12,DANGEROUS DRUGS,K,1011
17808,2016,12,DANGEROUS DRUGS,M,1056
17809,2016,12,DANGEROUS DRUGS,Q,561
17810,2016,12,DANGEROUS DRUGS,S,197
17811,2016,12,DANGEROUS WEAPONS,B,230
17812,2016,12,DANGEROUS WEAPONS,K,275
17813,2016,12,DANGEROUS WEAPONS,M,220
17814,2016,12,DANGEROUS WEAPONS,Q,206
17815,2016,12,DANGEROUS WEAPONS,S,49
17816,2016,12,DISORDERLY CONDUCT,B,3
17817,2016,12,DISORDERLY CONDUCT,K,13
17818,2016,12,DISORDERLY CONDUCT,M,6
17819,2016,12,DISORDERLY CONDUCT,Q,10
17820,2016,12,ENDAN WELFARE INCOMP,B,2
17821,2016,12,ENDAN WELFARE INCOMP,Q,3
17822,2016,12,F.C.A. P.I.N.O.S.,B,22
17823,2016,12,F.C.A. P.I.N.O.S.,K,5
17824,2016,12,F.C.A. P.I.N.O.S.,M,34
17825,2016,12,F.C.A. P.I.N.O.S.,Q,27
17826,2016,12,F.C.A. P.I.N.O.S.,S,6
17827,2016,12,FELONY ASSAULT,B,315
17828,2016,12,FELONY ASSAULT,K,371
17829,2016,12,FELONY ASSAULT,M,206
17830,2016,12,FELONY ASSAULT,Q,209
17831,2016,12,FELONY ASSAULT,S,45
17832,2016,12,FORCIBLE TOUCHING,B,2
17833,2016,12,FORCIBLE TOUCHING,K,5
17834,2016,12,FORCIBLE TOUCHING,M,24
17835,2016,12,FORCIBLE TOUCHING,Q,9
17836,2016,12,FORCIBLE TOUCHING,S,5
17837,2016,12,FORGERY,B,88
17838,2016,12,FORGERY,K,398
17839,2016,12,FORGERY,M,127
17840,2016,12,FORGERY,Q,92
17841,2016,12,FORGERY,S,7
17842,2016,12,FRAUDS,B,39
17843,2016,12,FRAUDS,K,37
17844,2016,12,FRAUDS,M,18
17845,2016,12,FRAUDS,Q,21
17846,2016,12,FRAUDS,S,5
17847,2016,12,FRAUDULENT ACCOSTING,B,1
17848,2016,12,FRAUDULENT ACCOSTING,M,3
17849,2016,12,GAMBLING,B,10
17850,2016,12,GAMBLING,K,15
17851,2016,12,GAMBLING,M,18
17852,2016,12,GAMBLING,Q,1
17853,2016,12,GRAND LARCENY,B,93
17854,2016,12,GRAND LARCENY,K,162
17855,2016,12,GRAND LARCENY,M,338
17856,2016,12,GRAND LARCENY,Q,158
17857,2016,12,GRAND LARCENY,S,28
17858,2016,12,GRAND LARCENY OF MOTOR VEHICLE,B,18
17859,2016,12,GRAND LARCENY OF MOTOR VEHICLE,K,23
17860,2016,12,GRAND LARCENY OF MOTOR VEHICLE,M,2
17861,2016,12,GRAND LARCENY OF MOTOR VEHICLE,Q,27
17862,2016,12,GRAND LARCENY OF MOTOR VEHICLE,S,3
17863,2016,12,HARRASSMENT 2,B,5
17864,2016,12,HARRASSMENT 2,K,2
17865,2016,12,HARRASSMENT 2,M,4
17866,2016,12,HARRASSMENT 2,Q,1
17867,2016,12,INTOXICATED & IMPAIRED DRIVING,B,98
17868,2016,12,INTOXICATED & IMPAIRED DRIVING,K,122
17869,2016,12,INTOXICATED & IMPAIRED DRIVING,M,102
17870,2016,12,INTOXICATED & IMPAIRED DRIVING,Q,156
17871,2016,12,INTOXICATED & IMPAIRED DRIVING,S,57
17872,2016,12,INTOXICATED/IMPAIRED DRIVING,B,9
17873,2016,12,INTOXICATED/IMPAIRED DRIVING,K,21
17874,2016,12,INTOXICATED/IMPAIRED DRIVING,M,1
17875,2016,12,INTOXICATED/IMPAIRED DRIVING,Q,29
17876,2016,12,INTOXICATED/IMPAIRED DRIVING,S,6
17877,2016,12,JOSTLING,M,4
17878,2016,12,KIDNAPPING & RELATED OFFENSES,B,2
17879,2016,12,KIDNAPPING & RELATED OFFENSES,K,1
17880,2016,12,KIDNAPPING & RELATED OFFENSES,M,2
17881,2016,12,KIDNAPPING & RELATED OFFENSES,Q,1
17882,2016,12,MISCELLANEOUS PENAL LAW,B,119
17883,2016,12,MISCELLANEOUS PENAL LAW,K,380
17884,2016,12,MISCELLANEOUS PENAL LAW,M,147
17885,2016,12,MISCELLANEOUS PENAL LAW,Q,264
17886,2016,12,MISCELLANEOUS PENAL LAW,S,50
17887,2016,12,MOVING INFRACTIONS,B,2
17888,2016,12,MOVING INFRACTIONS,K,12
17889,2016,12,MOVING INFRACTIONS,M,2
17890,2016,12,MOVING INFRACTIONS,Q,10
17891,2016,12,MURDER & NON-NEGL. MANSLAUGHTER,B,20
17892,2016,12,MURDER & NON-NEGL. MANSLAUGHTER,K,11
17893,2016,12,MURDER & NON-NEGL. MANSLAUGHTER,M,16
17894,2016,12,MURDER & NON-NEGL. MANSLAUGHTER,Q,22
17895,2016,12,MURDER & NON-NEGL. MANSLAUGHTER,S,3
17896,2016,12,NEW YORK CITY HEALTH CODE,K,2
17897,2016,12,NEW YORK CITY HEALTH CODE,M,2
17898,2016,12,OFF. AGNST PUB ORD SENSBLTY &,B,29
17899,2016,12,OFF. AGNST PUB ORD SENSBLTY &,K,39
17900,2016,12,OFF. AGNST PUB ORD SENSBLTY &,M,32
17901,2016,12,OFF. AGNST PUB ORD SENSBLTY &,Q,35
17902,2016,12,OFF. AGNST PUB ORD SENSBLTY &,S,3
17903,2016,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,B,61
17904,2016,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,K,56
17905,2016,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,M,60
17906,2016,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,Q,57
17907,2016,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,S,6
17908,2016,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,B,249
17909,2016,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,K,93
17910,2016,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,M,163
17911,2016,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,Q,134
17912,2016,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,S,32
17913,2016,12,OFFENSES AGAINST PUBLIC SAFETY,B,1
17914,2016,12,OFFENSES AGAINST PUBLIC SAFETY,K,1
17915,2016,12,OFFENSES AGAINST PUBLIC SAFETY,Q,2
17916,2016,12,OFFENSES AGAINST PUBLIC SAFETY,S,2
17917,2016,12,OFFENSES AGAINST THE PERSON,B,16
17918,2016,12,OFFENSES AGAINST THE PERSON,K,20
17919,2016,12,OFFENSES AGAINST THE PERSON,M,26
17920,2016,12,OFFENSES AGAINST THE PERSON,Q,27
17921,2016,12,OFFENSES AGAINST THE PERSON,S,1
17922,2016,12,OFFENSES INVOLVING FRAUD,B,19
17923,2016,12,OFFENSES INVOLVING FRAUD,K,33
17924,2016,12,OFFENSES INVOLVING FRAUD,M,58
17925,2016,12,OFFENSES INVOLVING FRAUD,Q,17
17926,2016,12,OFFENSES INVOLVING FRAUD,S,2
17927,2016,12,OFFENSES RELATED TO CHILDREN,M,2
17928,2016,12,OFFENSES RELATED TO CHILDREN,Q,4
17929,2016,12,OTHER OFFENSES RELATED TO THEFT,B,516
17930,2016,12,OTHER OFFENSES RELATED TO THEFT,K,477
17931,2016,12,OTHER OFFENSES RELATED TO THEFT,M,818
17932,2016,12,OTHER OFFENSES RELATED TO THEFT,Q,210
17933,2016,12,OTHER OFFENSES RELATED TO THEFT,S,12
17934,2016,12,OTHER STATE LAWS,B,10
17935,2016,12,OTHER STATE LAWS,K,120
17936,2016,12,OTHER STATE LAWS,M,52
17937,2016,12,OTHER STATE LAWS,Q,90
17938,2016,12,OTHER STATE LAWS,S,5
17939,2016,12,OTHER STATE LAWS (NON PENAL LA,B,5
17940,2016,12,OTHER STATE LAWS (NON PENAL LA,K,8
17941,2016,12,OTHER STATE LAWS (NON PENAL LA,M,11
17942,2016,12,OTHER STATE LAWS (NON PENAL LA,S,3
17943,2016,12,OTHER STATE LAWS (NON PENAL LAW),B,17
17944,2016,12,OTHER STATE LAWS (NON PENAL LAW),K,41
17945,2016,12,OTHER STATE LAWS (NON PENAL LAW),M,103
17946,2016,12,OTHER STATE LAWS (NON PENAL LAW),Q,15
17947,2016,12,OTHER STATE LAWS (NON PENAL LAW),S,2
17948,2016,12,OTHER TRAFFIC INFRACTION,B,31
17949,2016,12,OTHER TRAFFIC INFRACTION,K,199
17950,2016,12,OTHER TRAFFIC INFRACTION,M,47
17951,2016,12,OTHER TRAFFIC INFRACTION,Q,93
17952,2016,12,OTHER TRAFFIC INFRACTION,S,20
17953,2016,12,PARKING OFFENSES,K,1
17954,2016,12,PETIT LARCENY,B,314
17955,2016,12,PETIT LARCENY,K,490
17956,2016,12,PETIT LARCENY,M,748
17957,2016,12,PETIT LARCENY,Q,314
17958,2016,12,PETIT LARCENY,S,89
17959,2016,12,POSSESSION OF STOLEN PROPERTY,B,13
17960,2016,12,POSSESSION OF STOLEN PROPERTY,K,20
17961,2016,12,POSSESSION OF STOLEN PROPERTY,M,34
17962,2016,12,POSSESSION OF STOLEN PROPERTY,Q,16
17963,2016,12,POSSESSION OF STOLEN PROPERTY,S,3
17964,2016,12,POSSESSION OF STOLEN PROPERTY 5,B,21
17965,2016,12,POSSESSION OF STOLEN PROPERTY 5,K,23
17966,2016,12,POSSESSION OF STOLEN PROPERTY 5,M,28
17967,2016,12,POSSESSION OF STOLEN PROPERTY 5,Q,12
17968,2016,12,POSSESSION OF STOLEN PROPERTY 5,S,2
17969,2016,12,PROSTITUTION & RELATED OFFENSES,B,6
17970,2016,12,PROSTITUTION & RELATED OFFENSES,K,29
17971,2016,12,PROSTITUTION & RELATED OFFENSES,M,27
17972,2016,12,PROSTITUTION & RELATED OFFENSES,Q,24
17973,2016,12,PROSTITUTION & RELATED OFFENSES,S,3
17974,2016,12,RAPE,B,9
17975,2016,12,RAPE,K,12
17976,2016,12,RAPE,M,9
17977,2016,12,RAPE,Q,18
17978,2016,12,RAPE,S,1
17979,2016,12,ROBBERY,B,185
17980,2016,12,ROBBERY,K,264
17981,2016,12,ROBBERY,M,169
17982,2016,12,ROBBERY,Q,130
17983,2016,12,ROBBERY,S,34
17984,2016,12,SEX CRIMES,B,35
17985,2016,12,SEX CRIMES,K,58
17986,2016,12,SEX CRIMES,M,33
17987,2016,12,SEX CRIMES,Q,54
17988,2016,12,SEX CRIMES,S,12
17989,2016,12,THEFT-FRAUD,B,4
17990,2016,12,THEFT-FRAUD,K,3
17991,2016,12,THEFT-FRAUD,M,12
17992,2016,12,THEFT-FRAUD,Q,13
17993,2016,12,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),B,4
